URL,ACOMDate(Lastest),ACOMDate,WACNDate
iot-suite-faq.md,06/27/2016,06/27/2016,09/05/2016
iot-suite-getstarted-preconfigured-solutions.md,08/16/2016,08/16/2016,10/10/2016
iot-suite-guidance-on-customizing-preconfigured-solutions.md,06/27/2016,06/27/2016,09/05/2016
iot-suite-overview.md,08/09/2016,08/09/2016,09/05/2016
iot-suite-permissions.md,08/10/2016,08/10/2016,09/05/2016
iot-suite-remote-monitoring-device-info.md,09/12/2016,09/12/2016,10/10/2016
iot-suite-remote-monitoring-sample-walkthrough.md,08/17/2016,08/17/2016,10/10/2016
iot-suite-security-deployment.md,07/20/2016,07/20/2016,09/05/2016
iot-suite-what-are-preconfigured-solutions.md,08/09/2016,08/09/2016,09/05/2016
iot-suite-what-is-azure-iot.md,08/09/2016,08/09/2016,09/05/2016
securing-iot-ground-up.md,08/16/2016,08/16/2016,10/10/2016
automation-manage-key-vault.md,07/29/2016,07/29/2016,09/26/2016
key-vault-access-behind-firewall.md,09/13/2016,09/13/2016,10/19/2016
key-vault-developers-guide.md,08/16/2016,08/16/2016,10/19/2016
key-vault-get-started.md,07/15/2016,04/07/2016,05/13/2016
key-vault-manage-with-cli.md,07/26/2016,07/26/2016,09/26/2016
key-vault-service-limits.md,09/16/2016,09/16/2016,10/19/2016
key-vault-subscription-move-fix.md,09/13/2016,09/13/2016,10/19/2016
key-vault-use-from-web-application.md,07/05/2016,04/13/2016,05/13/2016
key-vault-whatis.md,07/15/2016,04/07/2016,05/13/2016
load-balancer-arm-powershell.md,,02/09/2016,08/29/2016
load-balancer-arm.md,08/25/2016,08/25/2016,10/10/2016
load-balancer-configure-sqlao.md,03/17/2016,03/17/2016,08/29/2016
load-balancer-custom-probe-overview.md,08/25/2016,08/25/2016,10/10/2016
load-balancer-distribution-mode.md,04/05/2016,04/05/2016,08/29/2016
load-balancer-get-started-ilb-arm-cli.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-ilb-arm-portal.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-ilb-arm-pportal.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-ilb-arm-ps.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-ilb-arm-template.md,03/04/2016,03/04/2016,08/29/2016
load-balancer-get-started-ilb-classic-cli.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-ilb-classic-cloud.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-ilb-classic-ps.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-internet-arm-cli.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-internet-arm-ps.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-internet-arm-template.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-internet-classic-cli.md,02/09/2016,02/09/2016,08/29/2016
load-balancer-get-started-internet-classic-cloud.md,03/17/2016,03/17/2016,08/29/2016
load-balancer-get-started-internet-classic-portal.md,08/31/2016,08/31/2016,10/10/2016
load-balancer-get-started-internet-classic-pportal.md,03/17/2016,03/17/2016,08/29/2016
load-balancer-get-started-internet-classic-ps.md,04/05/2016,04/05/2016,08/29/2016
load-balancer-get-started-internet-portal.md,09/14/2016,09/14/2016,
load-balancer-internal-overview.md,08/25/2016,08/25/2016,10/10/2016
load-balancer-internet-overview.md,08/25/2016,08/25/2016,10/10/2016
load-balancer-monitor-log.md,04/05/2016,04/05/2016,08/29/2016
load-balancer-multivip.md,08/25/2016,08/25/2016,10/10/2016
load-balancer-overview.md,08/22/2016,08/22/2016,10/10/2016
load-balancer-tcp-idle-timeout.md,03/03/2016,03/03/2016,08/29/2016
meda-services-managing-multiple-storage-accounts.md,06/22/2016,06/22/2016,08/15/2016
media-services-advanced-encoding-with-mes.md,08/30/2016,08/30/2016,10/10/2016
media-services-build-smooth-streaming-apps.md,06/22/2016,06/22/2016,08/22/2016
media-services-castlabs-integration.md,06/22/2016,06/22/2016,08/15/2016
media-services-check-job-progress.md,08/19/2016,08/19/2016,10/10/2016
media-services-concepts.md,06/22/2016,06/22/2016,08/15/2016
media-services-configure-elemental-live-encoder.md,06/22/2016,06/22/2016,08/15/2016
media-services-configure-fmle-live-encoder.md,06/22/2016,06/22/2016,08/15/2016
media-services-configure-tricaster-live-encoder.md,09/15/2016,09/15/2016,10/10/2016
media-services-configure-wirecast-live-encoder.md,06/22/2016,06/22/2016,08/15/2016
media-services-content-protection-overview.md,06/22/2016,06/22/2016,08/15/2016
media-services-copying-existing-blob.md,06/22/2016,06/22/2016,08/15/2016
media-services-create-account.md,06/22/2016,06/22/2016,08/15/2016
media-services-crop-video.md,07/11/2016,07/11/2016,08/15/2016
media-services-custom-mes-presets-with-dotnet.md,06/22/2016,06/22/2016,08/15/2016
media-services-deliver-asset-download.md,06/22/2016,06/22/2016,08/15/2016
media-services-deliver-content-overview.md,07/12/2016,07/12/2016,08/15/2016
media-services-deliver-keys-and-licenses.md,06/22/2016,06/22/2016,08/22/2016
media-services-deliver-streaming-content.md,08/30/2016,08/30/2016,10/10/2016
media-services-develop-video-players.md,06/22/2016,06/22/2016,08/15/2016
media-services-dotnet-check-job-progress-with-queues.md,08/19/2016,08/19/2016,10/10/2016
media-services-dotnet-configure-asset-delivery-policy.md,08/31/2016,08/31/2016,10/10/2016
media-services-dotnet-configure-content-key-auth-policy.md,09/15/2016,09/15/2016,10/10/2016
media-services-dotnet-connect-programmatically.md,06/22/2016,06/22/2016,08/15/2016
media-services-dotnet-create-contentkey.md,06/22/2016,06/22/2016,08/15/2016
media-services-dotnet-creating-live-encoder-enabled-channel.md,09/15/2016,09/15/2016,
media-services-dotnet-dynamic-manifest.md,07/18/2016,07/18/2016,09/28/2016
media-services-dotnet-encode-with-media-encoder-standard.md,08/30/2016,08/30/2016,10/10/2016
media-services-dotnet-encoding-units.md,09/01/2016,09/01/2016,10/10/2016
media-services-dotnet-generate-thumbnail-with-mes.md,07/18/2016,07/18/2016,09/28/2016
media-services-dotnet-get-started.md,08/17/2016,08/17/2016,10/10/2016
media-services-dotnet-how-to-use.md,07/12/2016,07/12/2016,08/15/2016
media-services-dotnet-live-encode-with-onpremises-encoders.md,08/31/2016,08/31/2016,10/10/2016
media-services-dotnet-long-operations.md,04/18/2016,04/18/2016,06/20/2016
media-services-dotnet-manage-entities.md,07/18/2016,07/18/2016,09/28/2016
media-services-dotnet-upload-files.md,09/19/2016,09/19/2016,10/10/2016
media-services-dynamic-manifest-overview.md,06/22/2016,06/22/2016,08/15/2016
media-services-dynamic-packaging-overview.md,06/22/2016,06/22/2016,08/15/2016
media-services-embed-mpeg-dash-in-html5.md,06/22/2016,06/22/2016,08/15/2016
media-services-encode-asset.md,06/22/2016,06/22/2016,08/15/2016
media-services-fmp4-live-ingest-overview.md,06/22/2016,06/22/2016,08/22/2016
media-services-frequently-asked-questions.md,06/22/2016,06/22/2016,08/22/2016
media-services-get-media-processor.md,06/22/2016,06/22/2016,08/22/2016
media-services-how-to-scale.md,06/22/2016,06/22/2016,08/22/2016
media-services-hyperlapse-content.md,06/22/2016,04/14/2016,05/16/2016
media-services-implement-failover.md,06/22/2016,06/22/2016,08/22/2016
media-services-index-content.md,09/12/2016,09/12/2016,10/10/2016
media-services-inserting-ads-on-client-side.md,06/22/2016,06/22/2016,08/22/2016
media-services-java-how-to-use.md,08/17/2016,08/17/2016,10/10/2016
media-services-licenses-partner-integration.md,06/22/2016,06/22/2016,08/22/2016
media-services-live-encoders-overview.md,06/22/2016,06/22/2016,08/22/2016
media-services-live-streaming-with-onprem-encoders.md,06/22/2016,06/22/2016,08/22/2016
media-services-live-streaming-workflow.md,06/22/2016,06/22/2016,08/22/2016
media-services-manage-channels-overview.md,06/22/2016,06/22/2016,08/22/2016
media-services-manage-content.md,08/17/2016,08/17/2016,10/10/2016
media-services-manage-live-encoder-enabled-channels.md,09/15/2016,09/15/2016,10/10/2016
media-services-manage-origins.md,06/22/2016,06/22/2016,08/22/2016
media-services-manage-with-powershell.md,09/04/2016,09/04/2016,10/10/2016
media-services-media-encoder-standard-formats.md,07/17/2016,07/17/2016,08/22/2016
media-services-monitor-services-account.md,06/22/2016,06/22/2016,08/22/2016
media-services-overview.md,08/07/2016,08/07/2016,09/28/2016
media-services-playback-content-with-existing-players.md,06/22/2016,06/22/2016,08/22/2016
media-services-playready-license-template-overview.md,06/22/2016,06/22/2016,08/22/2016
media-services-portal-check-job-progress.md,08/29/2016,08/29/2016,10/10/2016
media-services-portal-configure-content-key-auth-policy.md,06/22/2016,06/22/2016,08/22/2016
media-services-portal-creating-live-encoder-enabled-channel.md,09/06/2016,09/06/2016,10/10/2016
media-services-portal-encoding-units.md,09/15/2016,09/15/2016,10/10/2016
media-services-portal-get-started-with-live.md,09/15/2016,09/15/2016,10/10/2016
media-services-portal-get-started.md,06/22/2016,06/22/2016,08/22/2016
media-services-protect-hls-with-fairplay.md,08/15/2016,06/22/2016,09/29/2016
media-services-protect-with-aes128.md,07/27/2016,07/27/2016,09/28/2016
media-services-protect-with-drm.md,09/15/2016,09/15/2016,10/10/2016
media-services-quotas-and-limitations.md,06/22/2016,06/22/2016,08/22/2016
media-services-release-notes.md,07/14/2016,07/14/2016,08/22/2016
media-services-rest-check-job-progress.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-configure-asset-delivery-policy.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-configure-content-key-auth-policy.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-connect-programmatically.md,06/22/2016,06/22/2016,08/15/2016
media-services-rest-create-contentkey.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-deliver-streaming-content.md,08/30/2016,08/30/2016,10/10/2016
media-services-rest-dynamic-manifest.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-encode-asset.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-get-media-processor.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-get-started.md,08/17/2016,08/17/2016,10/10/2016
media-services-rest-how-to-use.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-manage-entities.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-storage-encryption.md,06/22/2016,06/22/2016,08/22/2016
media-services-rest-upload-files.md,09/19/2016,09/19/2016,10/10/2016
media-services-roll-storage-access-keys.md,06/22/2016,06/22/2016,08/22/2016
media-services-scale-media-processing-overview.md,08/29/2016,08/29/2016,10/10/2016
media-services-set-up-computer.md,06/22/2016,06/22/2016,08/22/2016
media-services-sspk.md,09/06/2016,09/06/2016,10/10/2016
media-services-static-packaging.md,06/22/2016,06/22/2016,08/22/2016
media-services-troubleshooting-live-streaming.md,06/22/2016,06/22/2016,08/22/2016
media-services-use-osmf-smooth-streaming-client-plugin.md,06/22/2016,06/22/2016,08/22/2016
media-services-video-on-demand-workflow.md,06/22/2016,06/22/2016,08/22/2016
media-services-video-optical-character-recognition.md,06/27/2016,06/27/2016,08/15/2016
media-services-widevine-license-template-overview.md,06/22/2016,06/22/2016,08/22/2016
mobile-services-android-get-started-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-android-get-started-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-android-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-android-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-android-how-to-use-client-library.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-android-upload-data-blob-storage.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-concepts-links.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-disaster-recovery.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-android-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-android-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-define-custom-api.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-get-started-custom-authentication.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-how-to-configure-iis-express.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-how-to-troubleshoot.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-how-to-use-code-first-migrations.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-hybrid-connections-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-ios-adal-sso-authentication.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-ios-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-ios-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-ios-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-ios-push-notifications-app-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-service-side-authorization.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-store-code-source-control.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-store-data-table-storage.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-use-existing-sql-database.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-store-dotnet-aad-rbac.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-store-dotnet-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-store-dotnet-leaderboard.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-store-dotnet-push-notifications-app-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-universal-dotnet-get-started-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-universal-dotnet-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-universal-dotnet-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-windows-universal-dotnet-upload-data-blob-storage.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-xamarin-android-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-xamarin-android-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-xamarin-ios-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-xamarin-ios-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-backend-xamarin-ios-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-dotnet-how-to-use-client-library.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-how-to-register-active-directory-authentication.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-how-to-register-microsoft-authentication.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-how-to-use-multiple-clients-single-service.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-how-to-use-server-scripts.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-html-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-html-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-html-how-to-use-client-library.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-ios-get-started-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-ios-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-ios-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-ios-handling-conflicts-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-ios-how-to-use-client-library.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-define-custom-api.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-ios-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-ios-push-notifications-app-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-phonegap-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-service-side-authorization.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-phone-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-store-dotnet-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-store-dotnet-push-notifications-app-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-store-javascript-get-started.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-universal-dotnet-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-universal-dotnet-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-javascript-backend-windows-universal-dotnet-upload-data-blob-storage.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-manage-command-line-interface.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-sql-scale-guidance.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-store-scripts-source-control.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-using-soft-delete.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-phone-get-started-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-phone-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-store-dotnet-adal-sso-authentication.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-store-dotnet-get-started-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-store-dotnet-handle-database-conflicts.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-windows-store-dotnet-handling-conflicts-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-xamarin-android-get-started-offline-data.md,07/21/2016,07/21/2016,09/26/2016
mobile-services-xamarin-ios-get-started-offline-data.md,07/21/2016,07/21/2016,09/26/2016
partner-sencha-mobile-services-get-started.md,07/21/2016,07/21/2016,09/26/2016
partner-xamarin-mobile-services-android-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
partner-xamarin-mobile-services-android-get-started.md,07/21/2016,07/21/2016,09/26/2016
partner-xamarin-mobile-services-ios-get-started-push.md,07/21/2016,07/21/2016,09/26/2016
partner-xamarin-mobile-services-ios-get-started-users.md,07/21/2016,07/21/2016,09/26/2016
partner-xamarin-mobile-services-ios-get-started.md,07/21/2016,07/21/2016,09/26/2016
store-sendgrid-mobile-services-send-email-scripts.md,07/21/2016,07/21/2015,09/26/2016
vs-mobile-services-cordova-getting-started.md,07/21/2016,07/21/2016,09/12/2016
vs-mobile-services-cordova-what-happened.md,07/21/2016,07/21/2016,09/26/2016
vs-mobile-services-dotnet-getting-started.md,07/21/2016,07/21/2016,09/26/2016
vs-mobile-services-dotnet-what-happened.md,07/21/2016,07/21/2016,09/26/2016
vs-mobile-services-javascript-getting-started.md,07/21/2016,07/21/2016,09/26/2016
vs-mobile-services-javascript-what-happened.md,07/21/2016,07/21/2016,09/26/2016
multi-factor-authentication-end-user-app-passwords-create-azure.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-app-passwords-create-myapps.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-app-passwords-create-o365.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-app-passwords.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-first-time-mobile-app.md,08/30/2016,08/30/2016,10/19/2016
multi-factor-authentication-end-user-first-time-mobile-phone.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-first-time-office-phone.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-first-time.md,08/22/2016,08/22/2016,10/19/2016
multi-factor-authentication-end-user-manage-settings.md,08/22/2016,08/22/2016,10/19/2016
multi-factor-authentication-end-user-signin-alt.md,08/04/2016,08/04/2016,09/12/2016
multi-factor-authentication-end-user-signin-app-notify.md,08/04/2016,08/04/2016,09/19/2016
multi-factor-authentication-end-user-signin-app-verify.md,08/04/2016,08/04/2016,09/19/2016
multi-factor-authentication-end-user-signin-phone.md,08/04/2016,08/04/2016,09/19/2016
multi-factor-authentication-end-user-signin.md,08/22/2016,08/22/2016,10/19/2016
multi-factor-authentication-end-user.md,08/22/2016,08/22/2016,10/19/2016
multi-factor-authentication-faq.md,08/22/2016,08/22/2016,10/19/2016
